Taxon,ID Number,Rank,Trophic Mode,Guild,Confidence Ranking,Growth Form,Trait,Notes,Source/Citation
Alveolaria,16011,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amazonia,153,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Ameroconium,803390,Genus,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,Esslinger TL. 2014. North Dakota State University [Link]
Ameroconium cladoniae,803391,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Cladonia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Amerosporium,7127,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amesia,818829,Genus,Pathotroph,Animal Pathogen,Probable,Microfungus,NULL,Pathogenic to humans,"Wang XW, et al. 2016. Studies in Mycology 84:145-224 [Link]"
Amoebochytrium,20023,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amoebophilus,20024,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amorphomyces,160,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amphicypellus,20026,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amphilogia,510065,Genus,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amphimyces,166,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amphobotrys,7139,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Amphobotrys ricini,308675,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Ampullifera,7142,Genus,Pathotroph,Lichen Parasite,Possible,Microfungus,NULL,NULL,"Lawrey JD, Diederich P. 2003. The Bryologist 10681-120"
Ampullifera foliicola,326180,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on foliicolous lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Ampullifera hippocrateacearum,308677,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on foliicolous Mazosia and other lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Ampullifera leonensis,326181,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on foliicolous lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Ampullifera pirozynskii,308678,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on foliicolous lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Ampullifera ugandensis,326182,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on foliicolous lichens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Amycosphaerella,807780,Genus,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,From leaves (Quaedvlieg et al. 2014),"Quaedvlieg W, et al. 2014. Persoonia 3:31-40 [Link]"
Ancylistes,20030,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Angatia,193,Genus,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Angiopsora,16014,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Angiopsora zeae,282276,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Angiosorus,16015,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Angiosorus solani,308697,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Anguillosporella,27557,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anguillosporella vermiformis,412413,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Anhellia,197,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anisogramma,200,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anisogramma anomala,326211,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Anomalomyces,510418,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Antennaria,22029,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Antennatula,7169,Genus,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Antennularia,220,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Antherospora,511407,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anthomycetella,16018,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anthostoma,224,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anthostomella apogyra,173703,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Umbilicaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Anthostomella pullulans,275657,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Anthracocystis,16019,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anthracoidea,16020,Genus,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anthracoideaceae,81937,Family,Pathotroph,Plant Pathogen,Probable,NULL,NULL,Biotrophic in ovaries of the Cyperaceae (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Antipodium,7176,Genus,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anungitea,7181,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Anungitopsis,14471,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apatelomyces,241,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apatomyces,242,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aphanandromyces,244,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aphanoascella,564389,Genus,Pathotroph,Animal Pathogen,Highly Probable,Microfungus,NULL,Isolated from tortoise (Calduch et al. 2002),"Calduch M, et al. 2002. Mycologia 94:355-361 [Link]"
Aphanoascus verrucosus,127407,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Aphanocladium,7184,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aphanocladium album,308803,Species,Pathotroph,Fungal Parasite,Highly Probable,NULL,NULL,NULL,List compiled by John Plischke III [Link]
Aphanostigme,248,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aphelariopsis,17087,Genus,Pathotroph,Animal Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apiocrea,254,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apiognomonia veneta,281457,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Apioporthe,259,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apioporthella,260,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apiosphaeria,263,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apiosporina morbosa,292632,Species,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Aplectosoma,20041,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aplopsora,16021,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aplosporella,7191,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apodothina,276,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apophysomyces variabilis,518842,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Aporhytisma,280,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aporia,281,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aporomyces,282,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apostrasseria lunata,108696,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Appendiculella,289,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apra,16022,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Apterivorax,28942,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Arachnomyces nodosetosus,362322,Species,Pathotroph,Animal Pathogen,Probable,NULL,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 [Link]"
Arborillus llimonae,444671,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Diploschistes,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arcticomyces,17095,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Aristastoma,7210,Genus,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,Causing leaf spots (Calduch et al. 2002),"Calduch M, et al. 2002. Mycologia 94:355-361 [Link]"
Arkaya,561588,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Arkoola,25745,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Arkoola nigra,103048,Species,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Armatella,309,Genus,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Armillaria fuscipes,145388,Species,Pathotroph,Plant Pathogen,Probable,Agaricoid,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Armillaria heimii,308926,Species,Pathotroph,Plant Pathogen,Probable,Agaricoid,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Armillaria luteobubalina,308928,Species,Pathotroph,Plant Pathogen-Wood Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Armillariella,17099,Genus,Pathotroph,Plant Pathogen,Probable,Agaricoid,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Armillariella tabescens,433298,Species,Pathotroph,Plant Pathogen,Probable,Agaricoid,NULL,NULL,The American Phytopathological Society Common Names of Plant Diseases [Link]
Arnoldiomyces,7213,Genus,Pathotroph,Fungal Parasite,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Arrhenia australis,443336,Species,Pathotroph,Bryophyte Parasite,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Arrhenia peltigerina,374173,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Peltigera,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arrhenosphaera,316,Genus,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Arthonia abrothallina,364178,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pseudocyphellaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia almquistii,448834,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,"Lichen parasite on Amygdalaria, Koerberiella, Porpidia and Trapelia","Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia amylospora,364179,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Porpidia and Farnoldia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia anatolica,519953,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Aspicilia contorta,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia anjutii,414621,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Teloschistes velifer,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia apotheciorum,364181,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Myriolecis albescens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia arthoniicola,412501,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Arthonia catenulata,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia aspiciliae,484127,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Aspicilia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia atropunctata,376352,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on sterile foliicolous cf. Echinoplaca,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia ayseniae,540306,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Acarospora [as ï¿½aysenae],"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia badia,442631,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Pseudocyphellaria granulata,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia biatoricola,367760,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Biatora efflorescens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia caerulescens,352318,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Lecanora varia,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia ceracea,376393,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Peltigera polydactylon [a homonym of Arthonia ceracea],"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia cinnabarinula,376403,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on foliicolous Porina and Trichothelium [anamorph - Helicobolomyces lichenicola Matzer],"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia circinata,140658,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Umbilicaria,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia clemens,120186,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Rhizoplaca,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
Arthonia cohabitans,135734,Species,Pathotroph,Lichen Parasite,Highly Probable,Microfungus,NULL,Lichen parasite on Arthothelium reagens,"Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) [Link]"
